SentID_GM,targ,Sentence_with_Target,Sentence_with_Blank,SimilarTo_SentID_GM,sentence_length,targ_sent_position
453,pilfer,They thought that it might have been [pilfered] sometime last week.,They thought that it might have been XXXXX sometime last week.,2563,NA,NA
454,pilfer,You are likely to fail if you try to [pilfer] anything else.,You are likely to fail if you try to XXXXX anything else.,3207,NA,NA
455,pilfer,We didn't realize that they had been [pilfered] until this morning.,We didn't realize that they had been XXXXX until this morning.,NA,NA,NA
456,pilfer,Nobody understands why they were [pilfered] last week.,Nobody understands why they were XXXXX last week.,NA,NA,NA
457,pilfer,Bob did not think it would be necessary to [pilfer] the item.,Bob did not think it would be necessary to XXXXX the item.,2564,NA,NA
458,pilfer,Sam said he would have a million dollars if he [pilfered] it.,Sam said he would have a million dollars if he XXXXX it.,3057,NA,NA
459,pilfer,"The keys were missing, but nobody had [pilfered] them.","The keys were missing, but nobody had XXXXX them.",NA,NA,NA
460,pilfer,"On occasion, the man [pilfered] food from the restaurant.","On occasion, the man XXXXX food from the restaurant.",NA,NA,NA
461,pilfer,Our teachers and parents taught us not to [pilfer] them.,Our teachers and parents taught us not to XXXXX them.,NA,NA,NA
462,pilfer,We didn't know what to do after they [pilfered] the monkey.,We didn't know what to do after they XXXXX the monkey.,1108,NA,NA
463,pilfer,The burglar was caught by police while trying to [pilfer] the jewelry.,The burglar was caught by police while trying to XXXXX the jewelry.,2555,NA,NA
464,pilfer,Someone broke into our house and [pilfered] all our valuables.,Someone broke into our house and XXXXX all our valuables.,2556,NA,NA
465,pilfer,The child was punished for trying to [pilfer] candy from the store.,The child was punished for trying to XXXXX candy from the store.,2557,NA,NA
466,pilfer,The thief went to jail for [pilfering] money from tourists.,The thief went to jail for XXXXX money from tourists.,2558,NA,NA
467,pilfer,The woman was arrested when they found the shoes she [pilfered] from the store.,The woman was arrested when they found the shoes she XXXXX from the store.,2559,NA,NA
468,pilfer,He was arrested even though he swore that he didn't [pilfer] the wallet.,He was arrested even though he swore that he didn't XXXXX the wallet.,NA,NA,NA
469,poise,Chris didn't really have very much [poise] this afternoon.,Chris didn't really have very much XXXXX this afternoon.,NA,NA,NA
470,poise,Most people in the group had heard about the girl's [poise].,Most people in the group had heard about the girl's XXXXX.,NA,NA,NA
471,poise,I saw her walk across the street with more [poise] than I expected.,I saw her walk across the street with more XXXXX than I expected.,NA,NA,NA
472,poise,I don't think it's necessary to have [poise] all the time.,I don't think it's necessary to have XXXXX all the time.,NA,NA,NA
473,poise,Martha spent the entire day writing about [poise] in her diary.,Martha spent the entire day writing about XXXXX in her diary.,NA,NA,NA
474,poise,Sometimes it can be surprisingly easy for you to lose your [poise].,Sometimes it can be surprisingly easy for you to lose your XXXXX.,NA,NA,NA
475,poise,"When Eliza had finished her training, she had greater [poise].","When Eliza had finished her training, she had greater XXXXX.",NA,NA,NA
476,poise,The surgeon demonstrated skill and a great deal of [poise] amid the crisis.,The surgeon demonstrated skill and a great deal of XXXXX amid the crisis.,NA,NA,NA
477,poise,Famous people are expected to tolerate their fans with friendliness and [poise].,Famous people are expected to tolerate their fans with friendliness and XXXXX.,NA,NA,NA
478,poise,Girls are sent to charm school to develop grace and [poise].,Girls are sent to charm school to develop grace and XXXXX.,NA,NA,NA
479,poise,The crane flew with remarkable [poise] considering its injuries.,The crane flew with remarkable XXXXX considering its injuries.,NA,NA,NA
480,poise,Learning to dance can help you increase your [poise].,Learning to dance can help you increase your XXXXX.,NA,NA,NA
481,poise,Her smooth gestures and speech suggested natural [poise].,Her smooth gestures and speech suggested natural XXXXX.,NA,NA,NA
482,poise,"A top ice skater must have strength, agility, and [poise].","A top ice skater must have strength, agility, and XXXXX.",NA,NA,NA
483,poise,"He is running for office, but he is rude and lacks [poise].","He is running for office, but he is rude and lacks XXXXX.",NA,NA,NA
484,poise,"Although her house went up in flames, she kept her [poise].","Although her house went up in flames, she kept her XXXXX.",NA,NA,NA
485,poise,"Public speakers need to keep their [poise], even when they're anxious or nervous.","Public speakers need to keep their XXXXX, even when they're anxious or nervous.",NA,NA,NA
486,poise,Years of acrobatic training had given her flexibility and [poise].,Years of acrobatic training had given her flexibility and XXXXX.,NA,NA,NA
487,pontificate,Carl thought that his friend was used to [pontificating].,Carl thought that his friend was used to XXXXX.,NA,NA,NA
488,pontificate,We found out that that there was no time left to [pontificate].,We found out that that there was no time left to XXXXX.,NA,NA,NA
489,pontificate,Everyone was surprised last week when Greg started to [pontificate].,Everyone was surprised last week when Greg started to XXXXX.,NA,NA,NA
490,pontificate,Amy worked hard so she would be ready to [pontificate].,Amy worked hard so she would be ready to XXXXX.,NA,NA,NA
491,pontificate,Richard decided that now would not be the best time to [pontificate].,Richard decided that now would not be the best time to XXXXX.,NA,NA,NA
492,pontificate,Tara didn't understand why Bill had started to [pontificate].,Tara didn't understand why Bill had started to XXXXX.,NA,NA,NA
493,pontificate,"When the customer got her meal, she started to [pontificate].","When the customer got her meal, she started to XXXXX.",NA,NA,NA
494,pontificate,"Mary had planned to have a discussion, but then she started to [pontificate].","Mary had planned to have a discussion, but then she started to XXXXX.",NA,NA,NA
496,pontificate,Adolescents are least likely to listen when their parents start to [pontificate].,Adolescents are least likely to listen when their parents start to XXXXX.,NA,NA,NA
497,pontificate,Congress has a stage they use to [pontificate] about what's wrong with everything.,Congress has a stage they use to XXXXX about what's wrong with everything.,NA,NA,NA
498,pontificate,Talk-show hosts love to [pontificate] about the evils of government.,Talk-show hosts love to XXXXX about the evils of government.,NA,NA,NA
500,pontificate,The same politicians who are unwilling to negotiate like to [pontificate] about 'compromise'.,The same politicians who are unwilling to negotiate like to XXXXX about 'compromise'.,NA,NA,NA
501,pontificate,"Sally likes to give long lectures, i.e., to [pontificate] about everything.","Sally likes to give long lectures, i.e., to XXXXX about everything.",NA,NA,NA
502,pontificate,"Whenever his son failed, the dad would [pontificate] about it for hours.","Whenever his son failed, the dad would XXXXX about it for hours.",NA,NA,NA
503,pontificate,The Professor ignored questions and [pontificated] for the whole hour.,The Professor ignored questions and XXXXX for the whole hour.,NA,NA,NA
504,pontificate,The governor got his way by [pontificating] for hours and dismissing questions.,The governor got his way by XXXXX for hours and dismissing questions.,NA,NA,NA
505,rakish,All the people stood around and talked about the [rakish] young man.,All the people stood around and talked about the XXXXXyoung man.,NA,NA,NA
506,rakish,"As long as I've known him, Joe has been a little bit [rakish].","As long as I've known him, Joe has been a little bit XXXXX.",3567,NA,NA
507,raffish,Colin had no idea that people thought he was really [raffish].,Colin had no idea that people thought he was really XXXXX.,NA,NA,NA
508,raffish,Mary was not surprised to discover that he was [raffish] like they said.,Mary was not surprised to discover that he was XXXXX like they said.,NA,NA,NA
509,raffish,My friends told me that the new kid in school was [raffish].,My friends told me that the new kid in school was XXXXX.,NA,NA,NA
510,raffish,There was no way to tell whether or not the man was [raffish].,There was no way to tell whether or not the man was XXXXX.,NA,NA,NA
511,rakish,The rich lawyer thought the boy looked [rakish] and rebellious.,The rich lawyer thought the boy looked XXXXX and rebellious.,3554,NA,NA
512,rakish,"In Pirates of the Caribbean, Johnny Depp plays a [rakish] pirate.","In Pirates of the Caribbean, Johnny Depp plays a(n) XXXXX pirate.",3555,NA,NA
513,rakish,Some guys drive a motorcycle to appear tough and [rakish].,Some guys drive a motorcycle to appear tough and XXXXX.,3556,NA,NA
514,rakish,The boy tried to impress his friends with his [rakish] look and attitude.,The boy tried to impress his friends with his XXXXX look and attitude.,3558,NA,NA
515,rakish,The rock star got a slamming outfit and a [rakish] new hair style.,The rock star got a slamming outfit and a(n) XXXXX new hair style.,NA,NA,NA
516,rakish,The hustler cons girls into believing him with his [rakish] good looks.,The hustler cons girls into believing him with his XXXXX good looks.,3564,NA,NA
517,rakish,Jack Kerouac was a beatnik poet who was [rakish] and rebellious.,Jack Kerouac was a beatnik poet who was XXXXX and rebellious.,3561,NA,NA
518,rakish,A bohemian is a person who is free-spirited and [rakish].,A bohemian is a person who is free-spirited and XXXXX.,3563,NA,NA
519,rakish,"Charles was a charmer who was quirky, [rakish], and oddly attractive.","Charles was a charmer who was quirky, XXXXX, and oddly attractive.",3565,NA,NA
520,rakish,Brad was free-spirited and students thought he was [rakish] and cool.,Brad was free-spirited and students thought he was XXXXX and cool.,NA,NA,NA
521,rakish,"Susan's father disliked her boyfriend, because he had a carefree, [rakish] look.","Susan's father disliked her boyfriend, because he had a carefree, XXXXX look.",NA,NA,NA
522,raffish,Some girls are attracted to men who are [raffish] and unconventional.,Some girls are attracted to men who are XXXXX and unconventional.,NA,NA,NA
523,recluse,Clara had once heard that her new neighbor was a [recluse].,Clara had once heard that her new neighbor was a(n) XXXXX.,NA,NA,NA
524,recluse,"As he crossed the street, he thought about the [recluse].","As he crossed the street, he thought about the XXXXX.",NA,NA,NA
525,recluse,We weren't able to tell if the man was a [recluse] or not.,We weren't able to tell if the man was a(n) XXXXX or not.,NA,NA,NA
526,recluse,Something David said last night made me think he was a [recluse].,Something David said last night made me think he was a(n) XXXXX.,NA,NA,NA
527,recluse,Her grandfather told us that he thought the book's writer was a [recluse].,Her grandfather told us that he thought the book's writer was a(n) XXXXX.,NA,NA,NA
528,recluse,It's hard to really know if people think you are a [recluse].,It's hard to really know if people think you are a(n) XXXXX.,NA,NA,NA
529,recluse,Harry is not just shy -- he's a mean old [recluse].,Harry is not just shy -- he's a mean old XXXXX.,3289,NA,NA
530,recluse,The old man refused to have visitors so people called him a [recluse].,The old man refused to have visitors so people called him a(n) XXXXX.,NA,NA,NA
531,recluse,"Mary broke off her friendships, moved away, and eventually became a [recluse].","Mary broke off her friendships, moved away, and eventually became a(n) XXXXX.",3291,NA,NA
532,recluse,Susan was so quiet that people thought she was a [recluse].,Susan was so quiet that people thought she was a(n) XXXXX.,3293,NA,NA
533,recluse,Max did not like to be bothered because he was a [recluse].,Max did not like to be bothered because he was a(n) XXXXX.,3295,NA,NA
534,recluse,Tom prefers the woods to the city because he's a [recluse].,Tom prefers the woods to the city because he's a(n) XXXXX.,3296,NA,NA
535,recluse,Pete lives by himself and avoids people so the townspeople think he's a [recluse].,Pete lives by himself and avoids people so the townspeople think he's a(n) XXXXX.,3285,NA,NA
536,recluse,Cathy had no friends because she was a mean old [recluse].,Cathy had no friends because she was a mean old XXXXX.,3286,NA,NA
537,recluse,Joanne likes being alone and doesn't trust people because she's a [recluse].,Joanne likes being alone and doesn't trust people because she's a(n) XXXXX.,3287,NA,NA
538,recluse,"Greg likes to be left alone because he's a [recluse], which means he dislikes people.","Greg likes to be left alone because he's a(n) XXXXX, which means he dislikes people.",3288,NA,NA
539,recluse,"The old man disliked other people, the definition of a [recluse].","The old man disliked other people, the definition of a(n) XXXXX.",3292,NA,NA
540,recluse,"Mandy has twenty cats and no family, a typical [recluse].","Mandy has twenty cats and no family, a typical XXXXX.",3294,NA,NA
541,recreant,Bill said that the man down the street is actually a [recreant].,Bill said that the man down the street is actually a(n) XXXXX.,2549,NA,NA
542,recreant,The man who moved to China was a [recreant].,The man who moved to China was a(n) XXXXX.,NA,NA,NA
544,recreant,One of my friends from high school has become a [recreant].,One of my friends from high school has become a(n) XXXXX.,2552,NA,NA
545,recreant,Morgan did not know Bob but she thought he was a [recreant].,Morgan did not know Bob but she thought he was a(n) XXXXX.,NA,NA,NA
546,recreant,"Some people think he's a [recreant], and others do not.","Some people think he's a(n) XXXXX, and others do not.",NA,NA,NA
547,recreant,The police followed the man because they thought he was a [recreant].,The police followed the man because they thought he was a(n) XXXXX.,NA,NA,NA
548,recreant,John was a [recreant] and could not be trusted to keep the information secret.,John was a(n) XXXXX and could not be trusted to keep the information secret.,3048,NA,NA
549,recreant,"If you talk about someone behind their back, you might be a [recreant].","If you talk about someone behind their back, you might be a(n) XXXXX.",3049,NA,NA
550,recreant,"Some people are secretive, but that doesn't mean they're all [recreant].","Some people are secretive, but that doesn't mean they're all XXXXX.",1117,NA,NA
552,recreant,"Becky became friends with our enemy, so now we think she's a [recreant].","Becky became friends with our enemy, so now we think she's a(n) XXXXX.",2543,NA,NA
553,recreant,"She sold secrets to the enemy, so we knew she was a [recreant].","She sold secrets to the enemy, so we knew she was a(n) XXXXX.",NA,NA,NA
554,recreant,"After Jim betrayed his family's trust, they treated him like a [recreant].","After Jim betrayed his family's trust, they treated him like a(n) XXXXX.",NA,NA,NA
555,recreant,"The spy sold secrets to Russia, so he was branded as a [recreant].","The spy sold secrets to Russia, so he was branded as a(n) XXXXX.",558,NA,NA
556,recreant,"A true friend is loyal, but one who betrays you is a [recreant].","A true friend is loyal, but one who betrays you is a(n) XXXXX.",NA,NA,NA
557,recreant,We never trusted him because he was a [recreant] and betrayed his family.,We never trusted him because he was a(n) XXXXX and betrayed his family.,2548,NA,NA
558,recreant,The spy sold secrets to both countries because he was a [recreant].,The spy sold secrets to both countries because he was a(n) XXXXX.,555,NA,NA
559,reticent,Most people at work are not as [reticent] as Amy.,Most people at work are not as XXXXX as Amy.,NA,NA,NA
560,reticent,"For days after the event, the little boy was [reticent].","For days after the event, the little boy was XXXXX.",NA,NA,NA
561,reticent,The [reticent] girl appeared to help wash the dishes without being asked.,The XXXXX girl appeared to help wash the dishes without being asked.,2161,NA,NA
562,reticent,To complete the assignment she drew a portrait of the girl who was [reticent].,To complete the assignment she drew a portrait of the girl who was XXXXX.,3176,NA,NA
563,reticent,The young girl who sat in the front of the class was [reticent].,The young girl who sat in the front of the class was XXXXX.,NA,NA,NA
564,reticent,"Compared with other people in our group, Kim is more [reticent].","Compared with other people in our group, Kim is more XXXXX.",NA,NA,NA
565,reticent,Midwestern people have a reputation for being [reticent].,Midwestern people have a reputation for being XXXXX.,NA,NA,NA
566,reticent,I wonder what my boyfriend is thinking when he is [reticent].,I wonder what my boyfriend is thinking when he is XXXXX.,NA,NA,NA
567,reticent,"During the town meeting, most of the people were [reticent].","During the town meeting, most of the people were XXXXX.",NA,NA,NA
568,reticent,"Throughout the court case, the defendant was mostly [reticent].","Throughout the court case, the defendant was mostly XXXXX.",NA,NA,NA
569,reticent,"The captive was worried and frightened, but he stayed [reticent].","The captive was worried and frightened, but he stayed XXXXX.",NA,NA,NA
570,reticent,You can argue for your release or you can be [reticent].,You can argue for your release or you can be XXXXX.,NA,NA,NA
571,reticent,"Tricia is always outspoken, never [reticent] or restrained.","Tricia is always outspoken, never XXXXX or restrained.",NA,NA,NA
572,reticent,We talked quietly when we realized that everyone else was [reticent].,We talked quietly when we realized that everyone else was XXXXX.,NA,NA,NA
573,reticent,"The neighbors complained about noise, no matter how [reticent] we were.","The neighbors complained about noise, no matter how XXXXX we were.",2154,NA,NA
574,reticent,"She asked him for an answer, but he kept [reticent] and refused to speak.","She asked him for an answer, but he kept XXXXX and refused to speak.",2155,NA,NA
575,reticent,"It was hard to get Jane to talk, because was typically so [reticent].","It was hard to get Jane to talk, because was typically so XXXXX.",1119,NA,NA
576,reticent,Everyone knows you have to be [reticent] during church.,Everyone knows you have to be XXXXX during church.,2765,NA,NA
577,robust,We knew we had to find out whether or not it was [robust].,We knew we had to find out whether or not it was XXXXX.,NA,NA,NA
578,robust,Everyone tells me that my sister is much more [robust] than I am.,Everyone tells me that my sister is much more XXXXX than I am.,2526,NA,NA
579,robust,"I tried many different kinds, and I found that some were more[robust] than others.","I tried many different kinds, and I found that some were moreXXXXX than others.",2527,NA,NA
580,robust,The judges had to decide which one was most [robust].,The judges had to decide which one was most XXXXX.,2528,NA,NA
581,robust,"I think Richard is more [robust] than Ben, but Alice disagrees.","I think Richard is more XXXXX than Ben, but Alice disagrees.",2530,NA,NA
582,robust,"Rose may be small for her age, but she is very [robust].","Rose may be small for her age, but she is very XXXXX.",3037,NA,NA
583,robust,"Even though we covered our noses, we could still smell her [robust] perfume.","Even though we covered our noses, we could still smell her XXXXX perfume.",2522,NA,NA
584,robust,"The treatment seemed to work wonders, so we thought it was [robust].","The treatment seemed to work wonders, so we thought it was XXXXX.",NA,NA,NA
585,robust,When I cook I like to use spices that are [robust].,When I cook I like to use spices that are XXXXX.,NA,NA,NA
586,robust,Riley argued that Superman was more [robust] than Spiderman.,Riley argued that Superman was more XXXXX than Spiderman.,2519,NA,NA
587,robust,"Even after I bathed, I could still detect the [robust] smell of cigarettes.","Even after I bathed, I could still detect the XXXXX smell of cigarettes.",2521,NA,NA
588,robust,Superheroes are known for being brave and [robust].,Superheroes are known for being brave and XXXXX.,3035,NA,NA
589,robust,I could not eat the soup because the taste of vinegar was too [robust].,I could not eat the soup because the taste of vinegar was too XXXXX.,2520,NA,NA
590,robust,"Grandma told me that if I ate vegetables, I would grow up to be [robust].","Grandma told me that if I ate vegetables, I would grow up to be XXXXX.",3036,NA,NA
591,robust,Munster was once called Monster Cheese because of its [robust] taste and smell.,Munster was once called Monster Cheese because of its XXXXX taste and smell.,NA,NA,NA
592,robust,Robusta coffee got its name because of its [robust] and somewhat bitter taste.,Robusta coffee got its name because of its XXXXX and somewhat bitter taste.,NA,NA,NA
593,robust,"The winning horse was tall and [robust], with huge muscles.","The winning horse was tall and XXXXX, with huge muscles.",NA,NA,NA
594,robust,"If you're a farmer you have to be [robust], not weak.","If you're a farmer you have to be XXXXX, not weak.",NA,NA,NA
595,stifle,"After we leave, there's no need to [stifle] it any longer.","After we leave, there's no need to XXXXX it any longer.",NA,NA,NA
596,stifle,We weren't sure what to do if we were asked to [stifle] it.,We weren't sure what to do if we were asked to XXXXX it.,NA,NA,NA
597,stifle,The whole team agreed to [stifle] it as soon as possible.,The whole team agreed to XXXXX it as soon as possible.,2136,NA,NA
598,stifle,We wanted to help but we couldn't figure out how to [stifle] it.,We wanted to help but we couldn't figure out how to XXXXX it.,NA,NA,NA
599,stifle,"After everyone else had left, Sally could no longer [stifle] it.","After everyone else had left, Sally could no longer XXXXX it.",NA,NA,NA
600,stifle,"If you wait a while, you should be able to [stifle] it.","If you wait a while, you should be able to XXXXX it.",NA,NA,NA
601,stifle,"No one else was laughing, so the girl [stifled] her giggle.","No one else was laughing, so the girl XXXXX her giggle.",NA,NA,NA
602,stifle,Ellen thought she would enjoy the trip if she could [stifle] her concerns.,Ellen thought she would enjoy the trip if she could XXXXX her concerns.,NA,NA,NA
603,stifle,"Kelly didn't want her friend to hear the rumor, so she tried to [stifle] it.","Kelly didn't want her friend to hear the rumor, so she tried to XXXXX it.",NA,NA,NA
604,stifle,"Mandy didn't want to make a scene, so she [stifled] her feelings.","Mandy didn't want to make a scene, so she XXXXX her feelings.",NA,NA,NA
605,stifle,Lisa asked her neighbor to [stifle] the barking of her dog.,Lisa asked her neighbor to XXXXX the barking of her dog.,2754,NA,NA
606,stifle,"Bob knew he should stop sneezing, but he couldn't [stifle] it.","Bob knew he should stop sneezing, but he couldn't XXXXX it.",NA,NA,NA
607,stifle,Lucy fed the baby some milk to [stifle] his crying.,Lucy fed the baby some milk to XXXXX his crying.,2132,NA,NA
608,stifle,"John covered his mouth, but he couldn't [stifle] the powerful sneeze.","John covered his mouth, but he couldn't XXXXX the powerful sneeze.",2131,NA,NA
609,stifle,"Cindy knew she should be quite, so she tried to [stifle] her crying.","Cindy knew she should be quite, so she tried to XXXXX her crying.",1126,NA,NA
610,stifle,"Greg was embarrassed about his rumbling stomach, so he tried to [stifle] the sound.","Greg was embarrassed about his rumbling stomach, so he tried to XXXXX the sound.",NA,NA,NA
612,stifle,"If you want to spare his feelings, then [stifle] your criticism.","If you want to spare his feelings, then XXXXX your criticism.",NA,NA,NA
613,surly,The actor tried hard to pretend that he was not [surly] on stage.,The actor tried hard to pretend that he was not XXXXX on stage.,2336,NA,NA
614,surly,By the end of the meeting Tom had become more [surly].,By the end of the meeting Tom had become more XXXXX.,3245,NA,NA
615,surly,After the game it was obvious that the boys were [surly].,After the game it was obvious that the boys were XXXXX.,NA,NA,NA
616,surly,It would be surprising if you found them to be [surly].,It would be surprising if you found them to be XXXXX.,3195,NA,NA
617,surly,Jim took a long to paint the picture of the man that was [surly].,Jim took a long to paint the picture of the man that was XXXXX.,3196,NA,NA
618,surly,"The bus was crowded, so I sat across from the [surly] passenger.","The bus was crowded, so I sat across from the XXXXX passenger.",NA,NA,NA
619,surly,Owen kept poking her until she became [surly] and left.,Owen kept poking her until she became XXXXX and left.,2327,NA,NA
620,surly,Katie did not believe Phil was [surly] until he yelled at her.,Katie did not believe Phil was XXXXX until he yelled at her.,2330,NA,NA
621,surly,We left her alone since she was so [surly] about losing.,We left her alone since she was so XXXXX about losing.,2331,NA,NA
622,surly,You could tell by her behavior that she was [surly] this morning.,You could tell by her behavior that she was XXXXX this morning.,2333,NA,NA
623,surly,"When Todd left the house this morning, he didn't seem [surly].","When Todd left the house this morning, he didn't seem XXXXX.",NA,NA,NA
624,surly,I learned that John is more [surly] about the show than I thought.,I learned that John is more XXXXX about the show than I thought.,2335,NA,NA
625,surly,When my sister borrows my things without asking I become [surly].,When my sister borrows my things without asking I become XXXXX.,NA,NA,NA
626,surly,"Everyone else seemed happy, so Jake was sorry that Tina appeared [surly].","Everyone else seemed happy, so Jake was sorry that Tina appeared XXXXX.",NA,NA,NA
627,surly,"My father has had a hard life, but he is rarely [surly].","My father has had a hard life, but he is rarely XXXXX.",NA,NA,NA
628,surly,"After I was fired, I became more distant and [surly].","After I was fired, I became more distant and XXXXX.",NA,NA,NA
629,surly,Nikki's mean jokes made Jill [surly] enough to hit her.,Nikki's mean jokes made Jill XXXXX enough to hit her.,2328,NA,NA
630,surly,"He yelled a lot when he was [surly], causing friends to avoid him.","He yelled a lot when he was XXXXX, causing friends to avoid him.",2332,NA,NA
631,temperance,He has been working on his [temperance] for most of his adult life.,He has been working on his XXXXX for most of his adult life.,2216,NA,NA
632,temperance,Bill did not seem to think that Michelle had a lot of [temperance].,Bill did not seem to think that Michelle had a lot of XXXXX.,2217,NA,NA
633,temperance,Everyone at the office tried to show their [temperance].,Everyone at the office tried to show their XXXXX.,NA,NA,NA
634,temperance,Our assignment was to write an essay that was focused on [temperance].,Our assignment was to write an essay that was focused on XXXXX.,NA,NA,NA
635,temperance,My friend said that she used to have a lot of [temperance].,My friend said that she used to have a lot of XXXXX.,NA,NA,NA
636,temperance,We didn't realize that Joan had so little [temperance].,We didn't realize that Joan had so little XXXXX.,NA,NA,NA
637,temperance,"She wanted new shoes, but she used [temperance] and only bought socks.","She wanted new shoes, but she used XXXXX and only bought socks.",2211,NA,NA
638,temperance,"John drank too much, lost his [temperance], and began acting silly.","John drank too much, lost his XXXXX, and began acting silly.",2214,NA,NA
639,temperance,"Jeannette doesn't worry that she'll overeat, because she has [temperance].","Jeannette doesn't worry that she'll overeat, because she has XXXXX.",NA,NA,NA
640,temperance,"When you are tired and bored, it is harder to exercise your [temperance].","When you are tired and bored, it is harder to exercise your XXXXX.",NA,NA,NA
641,temperance,"If you want to achieve good results, then you'll need to exercise [temperance].","If you want to achieve good results, then you'll need to exercise XXXXX.",NA,NA,NA
642,temperance,Sometimes people can lose their [temperance] in public places.,Sometimes people can lose their XXXXX in public places.,2220,NA,NA
643,temperance,The hungry dieter resisted the cake because she had strong [temperance].,The hungry dieter resisted the cake because she had strong XXXXX.,NA,NA,NA
644,temperance,Children can resist opening presents before Christmas if they have [temperance].,Children can resist opening presents before Christmas if they have XXXXX.,2213,NA,NA
645,temperance,Sally refused the bribe because she had strong morals and [temperance].,Sally refused the bribe because she had strong morals and XXXXX.,NA,NA,NA
646,temperance,I can control my urges because I have good [temperance].,I can control my urges because I have good XXXXX.,2799,NA,NA
647,temperance,Carol chose an apple instead of a cookie because she has [temperance].,Carol chose an apple instead of a cookie because she has XXXXX.,NA,NA,NA
648,temperance,It's hard for children to control themselves because they have weak [temperance].,It's hard for children to control themselves because they have weak XXXXX.,NA,NA,NA
649,umbrage,"When he walked in, it was clear he had taken [umbrage].","When he walked in, it was clear he had taken XXXXX.",NA,NA,NA
650,umbrage,Nobody cares whether you do or do not take [umbrage].,Nobody cares whether you do or do not take XXXXX.,NA,NA,NA
651,umbrage,The children didn't realize that the [umbrage] was real.,The children didn't realize that the XXXXX was real.,NA,NA,NA
652,umbrage,It's not usually very helpful to take [umbrage] at dinner.,It's not usually very helpful to take XXXXX at dinner.,NA,NA,NA
653,umbrage,"Nobody made a move to get up, despite his [umbrage].","Nobody made a move to get up, despite his XXXXX.",NA,NA,NA
654,umbrage,There are lots of things that can cause people to take [umbrage].,There are lots of things that can cause people to take XXXXX.,NA,NA,NA
655,umbrage,It's not surprising that some of the people expressed [umbrage].,It's not surprising that some of the people expressed XXXXX.,NA,NA,NA
656,umbrage,The protesters expressed their [umbrage] by striking and chanting slogans.,The protesters expressed their XXXXX by striking and chanting slogans.,2355,NA,NA
657,umbrage,When the unions were banned the workers all took [umbrage].,When the unions were banned the workers all took XXXXX.,NA,NA,NA
658,umbrage,It's hard to talk with someone when they take [umbrage] with everything.,It's hard to talk with someone when they take XXXXX with everything.,NA,NA,NA
659,umbrage,I asked my friend not to take [umbrage] at the suggestion.,I asked my friend not to take XXXXX at the suggestion.,NA,NA,NA
660,umbrage,Her frowning face expressed [umbrage] after she was splashed with mud.,Her frowning face expressed XXXXX after she was splashed with mud.,2351,NA,NA
661,umbrage,Dad does not hold in his [umbrage]; he yells at us whenever he's upset.,Dad does not hold in his XXXXX; he yells at us whenever he's upset.,2901,NA,NA
662,umbrage,"Martin is yelling, so he must have taken [umbrage] at the remark.","Martin is yelling, so he must have taken XXXXX at the remark.",NA,NA,NA
663,umbrage,Her fingers were clenched into fists and she was shaking with [umbrage].,Her fingers were clenched into fists and she was shaking with XXXXX.,2905,NA,NA
664,umbrage,The mother shows her [umbrage] by shouting when her kids behave badly.,The mother shows her XXXXX by shouting when her kids behave badly.,2352,NA,NA
665,umbrage,"When the workers threatened to strike, the boss really took [umbrage].","When the workers threatened to strike, the boss really took XXXXX.",NA,NA,NA
666,umbrage,"When Michael Brown was killed by police, almost everyone took [umbrage].","When Michael Brown was killed by police, almost everyone took XXXXX.",NA,NA,NA
667,uncouth,"Bob did not consider himself [uncouth], but many others he worked with did.","Bob did not consider himself XXXXX, but many others he worked with did.",2312,NA,NA
668,uncouth,Her mother was surprised to find out that her daughter's friends were [uncouth].,Her mother was surprised to find out that her daughter's friends were XXXXX.,2314,NA,NA
669,uncouth,Janet was surprised when she discovered that the child was so [uncouth].,Janet was surprised when she discovered that the child was so XXXXX.,NA,NA,NA
670,uncouth,John considered whether or not to choose the one that was [uncouth].,John considered whether or not to choose the one that was XXXXX.,3192,NA,NA
671,uncouth,Sometimes people disagree about whether or not they're [uncouth].,Sometimes people disagree about whether or not they're XXXXX.,3191,NA,NA
672,uncouth,In the photograph I was sitting next to an [uncouth] friend.,In the photograph I was sitting next to a(n) XXXXX friend.,NA,NA,NA
673,uncouth,The guests were offended when they were accused of being [uncouth].,The guests were offended when they were accused of being XXXXX.,NA,NA,NA
674,uncouth,"The kids were asked to behave at the party, but they were deliberately [uncouth].","The kids were asked to behave at the party, but they were deliberately XXXXX.",NA,NA,NA
675,uncouth,Different cultures think that different actions are [uncouth].,Different cultures think that different actions are XXXXX.,2861,NA,NA
676,uncouth,Janet thought their substitute teacher the other day was [uncouth].,Janet thought their substitute teacher the other day was XXXXX.,2309,NA,NA
677,uncouth,The student was considered [uncouth] by all of her high school teachers.,The student was considered XXXXX by all of her high school teachers.,2310,NA,NA
678,uncouth,"Hippies are generally carefree, but that doesn't mean they are [uncouth].","Hippies are generally carefree, but that doesn't mean they are XXXXX.",NA,NA,NA
679,uncouth,Burping at the dinner table is considered [uncouth] in Western cultures.,Burping at the dinner table is considered XXXXX in Western cultures.,NA,NA,NA
680,uncouth,If you do not say 'please' and 'thank you' some people might think you're [uncouth].,If you do not say 'please' and 'thank you' some people might think you're XXXXX.,NA,NA,NA
